date,Rainfall,SP,WS10M,WS10M_MAX,WS10M_MIN,WS10M_RANGE,WD10M,SH2M,RH2M,T2M,T2MDEW,T2MWET,TSkin,T2M_RANGE,T2M_MAX,T2M_MIN,WD50M,WS50M_RANGE,WS50M_MIN,WS50M_MAX,WS50M
2017-06-25,0.57,99.92,4.86,5.96,2.34,3.62,276.12,8.73,81.44,15.19,11.93,13.56,15.42,9.28,19.3,10.01,276.38,2.56,4.99,7.55,6.72
2017-06-26,0.01,100.18,2.24,5.39,0.85,4.54,222.81,7.26,70.75,14.83,9.22,12.02,15.78,10.63,19.08,8.44,235.5,6.82,0.97,7.79,3.46
2017-06-27,7.52,99.48,4.5,5.31,3.79,1.52,111.31,8.97,85.81,14.62,12.22,13.42,14.75,5.73,17.59,11.87,112.5,2.16,5.33,7.48,6.02
2017-06-28,11.97,98.66,5.59,6.74,3.71,3.03,105.62,8.48,90.25,12.81,11.24,12.03,12.96,5.36,14.94,9.58,106.81,2.66,5.7,8.36,7.48
2017-06-29,2.02,98.33,4.48,5.92,2.65,3.27,277.75,8.18,90.81,12.15,10.69,11.42,12.26,5.27,14.45,9.18,279.19,3.76,4.43,8.2,6.14
2017-06-30,2.22,99.23,3.42,4.92,1.89,3.03,309.94,9.34,88.88,14.67,12.81,13.74,14.91,8.09,18.08,9.99,310.62,4.59,3.07,7.66,5.05
2017-07-01,0.17,100.31,4.8,6.23,3.93,2.3,295.31,8.67,77.81,16.11,11.89,14.0,16.72,10.13,20.74,10.61,295.81,3.13,4.74,7.88,6.62
2017-07-02,0.04,100.8,4.25,6.21,2.16,4.05,290.44,8.12,74.25,15.92,10.93,13.43,16.54,9.61,20.54,10.94,290.75,3.45,4.31,7.76,6.13
2017-07-03,0.41,100.73,4.53,6.47,1.62,4.85,253.31,9.03,80.88,16.05,12.53,14.29,16.36,9.95,20.4,10.45,253.5,4.77,3.13,7.91,6.48
2017-07-04,0.57,100.7,3.09,5.23,1.2,4.03,216.12,9.52,82.12,16.55,13.3,14.92,16.57,9.04,21.41,12.37,216.62,4.39,2.09,6.48,4.6
2017-07-05,0.09,100.61,1.89,4.52,0.67,3.84,225.31,10.07,76.69,18.66,14.12,16.39,19.58,13.77,24.62,10.84,224.19,6.95,0.7,7.64,3.14
2017-07-06,0.39,100.27,3.09,4.45,1.26,3.2,197.31,11.29,77.25,20.33,15.8,18.07,20.58,13.63,26.63,13.0,198.0,5.02,1.7,6.72,4.71
2017-07-07,2.25,100.37,3.66,5.23,2.73,2.51,284.75,10.93,81.5,18.86,15.36,17.11,19.37,10.58,24.06,13.48,284.81,3.21,3.52,6.72,5.32
2017-07-08,0.07,100.6,2.6,3.46,0.73,2.73,284.19,9.34,75.19,17.73,12.95,15.34,18.48,8.98,21.91,12.94,283.31,5.0,1.02,6.02,3.62
2017-07-09,0.15,99.99,2.51,3.8,1.15,2.66,232.56,10.5,75.06,19.51,14.67,17.09,19.58,9.67,23.74,14.07,231.94,3.02,1.72,4.73,3.63
2017-07-10,1.77,99.62,3.16,4.98,2.16,2.82,294.81,9.7,79.94,17.17,13.44,15.3,17.89,8.55,21.33,12.79,294.5,3.23,2.99,6.23,4.62
2017-07-11,18.29,99.59,3.77,6.1,0.66,5.44,190.19,9.09,85.88,14.98,12.51,13.75,15.26,7.68,18.74,11.06,190.56,6.46,1.03,7.49,5.26
2017-07-12,0.67,100.39,4.61,7.48,1.93,5.55,47.0,7.87,73.56,15.58,10.4,12.99,16.33,8.98,20.1,11.12,47.31,6.93,2.53,9.46,6.27
2017-07-13,0.49,100.79,4.52,5.42,3.14,2.28,215.31,8.67,77.94,16.04,11.94,13.99,16.16,7.95,19.58,11.62,215.94,1.73,5.74,7.47,6.48
2017-07-14,0.53,100.7,5.01,7.27,1.76,5.51,297.5,8.18,77.19,15.25,11.0,13.12,15.59,5.77,18.3,12.53,297.88,5.34,3.5,8.84,6.89
2017-07-15,1.73,100.76,5.31,7.38,1.9,5.48,234.31,10.62,87.5,16.98,14.83,15.91,17.07,10.31,22.19,11.88,235.31,5.73,3.71,9.44,7.37
2017-07-16,0.9,101.0,4.77,5.8,2.78,3.02,291.19,10.31,81.38,17.86,14.48,16.17,18.2,11.6,22.42,10.82,290.88,3.03,5.2,8.23,6.67
2017-07-17,0.0,101.13,2.53,3.51,1.84,1.68,249.06,8.67,72.44,17.33,11.8,14.56,17.87,14.48,23.65,9.17,248.81,3.39,2.61,6.0,4.0
2017-07-18,1.54,100.47,4.88,6.59,2.0,4.59,99.69,9.16,73.06,18.14,12.74,15.44,18.2,10.35,23.26,12.9,100.62,4.75,4.01,8.76,7.0
2017-07-19,15.06,99.26,5.37,6.57,3.59,2.98,153.38,12.08,83.94,19.68,16.73,18.2,19.89,9.91,24.88,14.97,154.69,2.98,5.65,8.63,7.41
2017-07-20,5.85,99.47,5.0,7.33,3.0,4.34,245.12,8.54,78.69,15.28,11.28,13.28,15.58,6.34,18.11,11.76,245.69,4.86,4.13,8.99,7.16
2017-07-21,6.22,99.45,7.64,9.74,4.38,5.36,160.31,8.73,79.0,15.66,11.85,13.76,15.66,7.78,19.1,11.33,161.56,5.34,7.19,12.53,10.4
2017-07-22,11.72,99.49,3.16,4.51,1.87,2.64,189.62,8.67,86.06,14.15,11.7,12.93,14.47,6.07,17.22,11.15,190.5,3.03,3.73,6.76,4.54
2017-07-23,5.91,99.83,3.72,5.65,1.56,4.09,281.56,8.54,83.25,14.58,11.55,13.06,14.82,8.11,18.48,10.37,282.25,5.05,2.96,8.01,5.38
2017-07-24,1.65,100.22,6.27,8.06,2.48,5.57,312.31,9.28,84.69,15.6,12.91,14.26,15.72,7.27,19.19,11.92,297.94,4.9,5.46,10.35,8.74
2017-07-25,0.23,100.27,2.35,3.45,0.52,2.92,281.12,9.34,80.0,16.64,12.98,14.81,17.45,12.05,22.08,10.03,279.69,5.66,0.69,6.35,3.59
2017-07-26,4.86,99.31,6.02,8.93,2.72,6.21,210.62,10.01,86.31,16.19,13.81,15.0,16.02,9.33,21.26,11.93,211.69,5.95,5.54,11.48,8.59
2017-07-27,1.77,99.24,6.2,8.23,4.62,3.62,236.0,8.18,80.06,14.45,10.83,12.65,14.55,7.97,18.11,10.14,236.69,4.45,6.11,10.55,8.69
2017-07-28,4.46,99.28,7.84,10.19,5.73,4.47,220.0,9.28,82.62,15.84,12.63,14.24,16.14,9.91,20.79,10.87,221.25,4.68,8.21,12.89,10.48
2017-07-29,8.83,99.38,4.66,6.81,0.16,6.66,213.94,8.91,82.0,15.43,12.09,13.76,15.73,7.5,19.26,11.76,214.44,9.5,0.31,9.81,6.35
2017-07-30,7.07,99.24,5.27,7.6,1.18,6.42,235.94,8.61,81.81,14.97,11.62,13.3,15.34,7.25,18.83,11.58,251.19,7.36,2.13,9.5,7.24
2017-07-31,0.85,99.78,5.59,7.56,3.16,4.4,222.44,8.36,79.62,15.03,11.23,13.13,15.28,8.12,19.19,11.05,223.06,2.38,6.9,9.27,8.03
2017-08-01,1.03,100.1,4.96,7.28,3.07,4.22,224.25,8.48,79.88,15.15,11.51,13.33,15.44,9.98,19.68,9.69,224.56,2.83,6.05,8.88,7.48
2017-08-02,3.76,99.67,7.41,10.72,3.55,7.17,190.31,10.13,88.56,16.02,14.07,15.05,16.02,7.55,19.08,11.53,191.62,6.95,6.71,13.66,10.28
2017-08-03,2.05,99.21,8.95,12.22,6.45,5.77,228.75,9.46,81.38,16.46,13.07,14.76,16.52,7.05,20.0,12.94,229.94,6.2,9.47,15.66,12.07
2017-08-04,0.48,99.77,5.56,7.73,2.4,5.34,272.94,8.61,77.81,15.85,11.68,13.76,16.24,8.76,20.16,11.41,273.44,4.82,5.15,9.97,7.67
2017-08-05,2.46,100.44,3.44,5.16,2.41,2.74,290.06,7.69,82.25,13.17,10.08,11.63,13.23,7.38,16.39,9.01,290.19,2.91,3.37,6.27,5.17
2017-08-06,0.43,100.8,4.93,6.95,2.62,4.33,235.56,7.87,78.56,14.4,10.51,12.46,14.74,11.55,19.28,7.73,236.0,4.88,4.08,8.95,7.06
2017-08-07,3.05,100.39,3.63,5.55,1.51,4.05,235.19,8.97,82.0,15.67,12.42,14.05,16.04,6.56,19.34,12.78,235.25,5.39,2.54,7.93,4.95
2017-08-08,15.8,99.98,4.88,6.3,1.92,4.38,189.38,8.3,88.44,13.09,11.18,12.14,13.19,3.97,14.96,10.99,175.25,3.59,4.3,7.89,6.77
2017-08-09,10.73,100.52,6.52,8.88,3.73,5.14,137.31,8.0,85.12,13.3,10.73,12.01,13.08,7.48,16.68,9.2,138.38,4.21,7.23,11.45,9.3
2017-08-10,0.07,101.15,3.04,4.55,1.18,3.38,226.12,7.63,76.5,14.4,10.01,12.2,14.83,12.38,19.91,7.54,211.81,5.03,2.04,7.07,4.41
2017-08-11,0.36,100.49,4.86,6.54,2.12,4.41,249.81,8.67,84.62,14.41,11.75,13.08,14.55,9.96,18.09,8.13,250.5,5.38,3.66,9.03,6.72
2017-08-12,0.39,100.31,5.14,6.85,3.38,3.48,289.81,8.73,80.75,15.5,11.93,13.71,15.81,10.07,19.94,9.87,290.38,2.58,5.88,8.46,7.53
2017-08-13,0.0,100.84,2.38,3.27,0.95,2.32,257.44,7.51,74.12,14.74,9.8,12.26,15.38,12.38,19.81,7.43,256.94,5.47,1.53,7.0,3.81
2017-08-14,0.38,100.42,4.12,5.97,2.52,3.44,190.0,8.97,85.06,14.99,12.37,13.68,14.94,7.18,18.31,11.13,190.38,2.48,4.83,7.31,6.47
2017-08-15,0.48,100.26,4.38,5.73,2.27,3.47,253.56,8.67,78.88,15.89,11.83,13.86,16.21,9.1,20.52,11.42,253.62,3.52,3.92,7.45,6.36
2017-08-16,8.06,100.44,5.32,7.62,1.97,5.65,208.25,8.18,77.0,15.32,10.97,13.15,15.52,11.89,21.05,9.16,208.69,6.73,3.71,10.44,7.32
2017-08-17,5.67,99.7,6.52,7.96,4.33,3.63,223.19,10.07,80.56,17.73,14.05,15.89,17.96,8.67,22.08,13.42,224.0,3.41,7.78,11.19,9.03
2017-08-18,1.95,99.69,6.62,8.95,4.93,4.02,236.12,7.87,78.56,14.33,10.27,12.3,14.6,7.12,17.89,10.76,236.94,3.5,7.69,11.19,9.05
2017-08-19,2.19,100.35,6.98,9.45,4.89,4.55,264.56,7.63,80.94,13.52,10.0,11.76,13.76,7.68,17.78,10.1,265.44,3.88,7.88,11.75,9.55
2017-08-20,4.96,100.96,3.59,4.75,1.64,3.11,231.69,8.18,82.62,14.27,10.99,12.63,14.8,10.1,19.16,9.06,232.62,4.59,3.26,7.85,5.31
2017-08-21,2.14,100.82,2.98,4.78,1.2,3.58,146.69,10.25,89.75,16.23,14.47,15.34,16.55,8.34,20.35,12.01,147.56,4.57,1.85,6.42,4.38
2017-08-22,0.8,100.56,3.4,4.95,1.87,3.08,142.88,11.72,87.75,18.66,16.47,17.57,18.8,8.79,23.2,14.4,143.31,4.42,3.17,7.59,4.86
2017-08-23,0.98,100.08,4.16,6.19,2.45,3.73,219.69,10.07,86.0,16.58,14.08,15.33,16.51,8.09,20.22,12.13,220.38,4.95,2.99,7.94,6.24
2017-08-24,0.16,100.36,4.38,6.28,2.35,3.93,250.62,8.73,82.06,15.23,11.98,13.6,15.47,9.62,20.23,10.6,251.0,2.41,5.19,7.6,6.76
2017-08-25,0.24,100.48,2.49,3.52,1.45,2.07,265.62,9.16,82.12,15.81,12.65,14.23,16.25,10.89,21.11,10.21,265.0,3.34,2.3,5.64,3.87
2017-08-26,0.52,100.45,2.42,3.06,1.67,1.39,283.5,9.46,80.31,17.05,13.26,15.15,17.47,9.05,21.9,12.85,268.25,3.14,2.44,5.59,3.78
2017-08-27,0.0,100.64,1.71,2.96,0.21,2.75,207.81,8.91,75.19,17.12,12.26,14.69,17.6,12.18,22.82,10.64,206.19,5.95,0.37,6.32,2.77
2017-08-28,0.01,100.45,3.77,5.5,2.71,2.79,223.75,10.44,80.38,18.46,14.69,16.58,18.45,10.09,24.2,14.12,224.0,2.23,4.56,6.79,6.06
2017-08-29,0.67,100.18,3.62,5.02,2.8,2.2,301.69,9.28,85.5,15.04,12.76,13.9,15.38,8.05,19.17,11.12,300.94,3.09,3.56,6.66,5.42
2017-08-30,1.67,100.13,2.52,3.41,1.6,1.81,316.25,7.2,83.62,11.89,9.09,10.49,11.72,6.32,14.79,8.47,316.69,3.59,2.3,5.89,3.9
2017-08-31,0.98,100.44,2.3,3.32,1.47,1.85,275.0,7.26,81.38,12.53,9.22,10.87,12.48,10.57,17.78,7.21,275.5,3.41,2.26,5.66,3.39
2017-09-01,0.51,100.97,3.29,4.05,2.61,1.44,337.44,7.51,81.62,13.05,9.76,11.4,13.48,10.62,18.15,7.55,337.81,2.89,3.89,6.78,5.31
2017-09-02,0.21,100.88,2.02,2.73,0.69,2.04,245.5,7.57,78.69,13.83,9.9,11.87,14.48,11.57,19.51,7.94,245.75,5.04,0.76,5.79,3.41
2017-09-03,1.92,99.94,5.73,7.88,2.62,5.27,162.69,8.0,84.44,13.41,10.65,12.03,13.41,7.67,17.84,10.17,163.56,4.55,5.35,9.91,8.07
2017-09-04,2.05,99.83,4.18,5.33,3.09,2.24,203.69,10.74,88.94,16.94,15.01,15.98,16.95,9.23,21.83,12.6,204.69,3.77,4.2,7.98,6.23
2017-09-05,5.5,100.0,5.51,7.81,3.33,4.48,240.5,10.13,87.62,16.41,14.2,15.31,16.44,9.84,21.14,11.3,241.0,3.68,6.19,9.87,7.81
2017-09-06,0.57,100.55,4.91,7.23,2.84,4.38,273.44,7.26,80.12,12.94,9.26,11.1,13.01,7.42,17.04,9.62,273.88,2.66,6.22,8.88,7.36
2017-09-07,3.7,99.9,5.2,6.94,2.81,4.12,233.31,8.48,86.0,13.8,11.38,12.58,13.88,9.05,17.89,8.84,234.12,4.49,5.3,9.79,7.48
2017-09-08,4.11,98.59,5.24,6.63,2.65,3.98,255.81,8.48,85.0,13.97,11.31,12.64,13.98,7.72,17.92,10.2,256.56,3.66,5.83,9.49,7.62
2017-09-09,3.27,98.5,4.76,7.1,2.93,4.17,284.88,7.69,88.69,11.66,9.85,10.76,11.55,6.8,15.39,8.59,285.75,2.81,5.96,8.77,7.21
2017-09-10,1.41,98.34,6.92,10.91,2.46,8.45,237.69,7.93,89.56,11.64,10.16,10.9,11.36,8.42,15.91,7.49,238.56,9.11,5.02,14.12,9.77
2017-09-11,2.36,97.96,8.78,11.36,5.46,5.9,257.75,7.75,83.31,12.7,9.8,11.26,12.59,7.32,16.76,9.44,259.12,5.95,8.47,14.41,11.87
2017-09-12,8.75,98.88,7.45,11.24,5.79,5.46,237.25,7.26,80.56,12.64,9.01,10.82,12.86,8.81,17.11,8.3,238.56,7.25,8.16,15.41,10.02
2017-09-13,0.81,98.44,9.14,14.42,4.03,10.4,260.69,6.77,77.31,12.04,7.94,9.99,12.05,8.43,16.01,7.58,261.69,11.96,6.89,18.85,12.4
2017-09-14,1.55,99.5,6.27,8.02,4.41,3.6,288.94,6.71,84.25,10.79,8.01,9.4,10.83,8.56,15.74,7.19,289.94,3.45,6.84,10.28,8.55
2017-09-15,2.5,100.05,3.69,5.42,2.02,3.39,321.0,6.84,89.12,10.05,8.31,9.18,10.0,6.6,13.81,7.21,321.88,3.14,4.23,7.37,5.75
2017-09-16,4.68,99.97,3.52,5.12,2.3,2.82,233.88,6.96,89.75,10.11,8.51,9.31,10.24,7.56,14.28,6.72,234.69,1.45,4.77,6.21,5.6
2017-09-17,1.74,100.21,3.24,4.17,1.84,2.33,151.0,7.14,87.5,11.13,8.94,10.04,11.44,8.7,16.0,7.3,151.69,2.95,3.84,6.79,5.08
2017-09-18,4.31,100.56,3.4,4.91,2.06,2.86,333.69,7.08,90.06,10.54,8.89,9.71,10.47,6.99,14.42,7.43,334.25,2.42,4.31,6.73,5.54
2017-09-19,0.14,100.8,2.35,3.36,1.13,2.23,278.62,6.53,84.12,10.53,7.72,9.12,10.95,9.62,15.82,6.19,279.31,6.05,1.27,7.33,3.81
2017-09-20,0.82,100.42,5.37,6.6,3.3,3.3,212.94,8.48,87.88,13.48,11.55,12.51,13.44,9.46,17.85,8.39,213.69,2.7,6.29,8.98,7.83
2017-09-21,4.76,100.19,5.41,8.26,2.75,5.51,225.62,8.48,92.0,12.66,11.38,12.02,12.3,10.02,16.55,6.51,226.38,5.4,5.12,10.52,7.8
2017-09-22,0.31,100.76,4.48,5.94,2.48,3.46,211.5,7.02,84.31,11.3,8.74,10.02,11.3,11.63,16.75,5.12,212.0,4.51,4.41,8.93,6.59
2017-09-23,0.47,100.77,4.98,6.02,3.33,2.7,180.0,8.36,84.0,14.26,11.39,12.83,14.16,7.73,19.17,11.44,180.69,1.45,6.8,8.25,7.46
2017-09-24,3.16,100.64,4.41,6.48,3.01,3.47,140.56,8.42,84.56,14.23,11.51,12.87,13.96,10.3,19.44,9.15,141.44,2.45,5.67,8.12,7.12
2017-09-25,6.23,100.78,2.44,3.15,1.76,1.39,103.31,9.09,88.25,14.69,12.68,13.69,14.57,8.8,19.39,10.59,104.5,2.97,2.55,5.51,4.23
2017-09-26,0.18,101.01,2.47,3.42,1.89,1.54,97.19,8.48,87.25,13.51,11.65,12.58,13.53,9.33,18.55,9.22,97.81,4.89,2.13,7.02,4.14
2017-09-27,7.73,100.6,5.41,7.17,3.2,3.98,145.44,8.97,87.88,14.4,12.4,13.4,14.26,8.31,18.83,10.51,146.31,3.63,6.27,9.9,8.05
2017-09-28,0.87,100.5,3.49,5.92,2.15,3.77,220.62,8.54,87.25,13.95,11.69,12.82,14.01,8.22,18.61,10.39,221.31,6.13,2.39,8.52,5.66
2017-09-29,1.45,100.23,5.32,6.41,3.59,2.83,219.88,8.54,85.56,14.03,11.49,12.76,13.8,7.76,16.88,9.12,220.5,2.83,6.77,9.59,8.0
2017-09-30,2.37,100.25,4.77,5.9,3.26,2.64,205.44,7.69,88.38,12.09,10.1,11.1,12.06,7.27,15.97,8.69,206.19,2.86,6.09,8.95,7.08
2017-10-01,2.55,99.56,7.18,9.55,4.73,4.82,203.25,9.64,92.88,14.51,13.38,13.94,14.21,5.28,17.5,12.23,204.62,5.35,6.87,12.21,9.91
2017-10-02,0.12,99.91,8.06,10.57,5.59,4.98,261.38,7.14,79.5,12.52,8.89,10.7,12.35,6.75,15.86,9.12,262.56,4.73,8.66,13.39,11.12
2017-10-03,0.08,100.92,5.8,7.93,3.34,4.59,284.81,6.16,79.0,10.69,6.94,8.82,10.65,7.09,14.98,7.89,285.75,3.35,6.76,10.11,8.5
2017-10-04,1.31,100.64,7.66,11.53,5.0,6.53,247.31,6.53,81.81,10.9,7.74,9.32,10.81,7.73,14.77,7.04,248.5,7.56,7.88,15.44,10.47
2017-10-05,0.61,100.42,8.23,11.73,5.5,6.23,294.88,6.96,81.06,11.86,8.48,10.16,11.76,7.23,14.9,7.67,295.94,7.05,8.62,15.68,11.25
2017-10-06,0.02,101.23,4.4,5.99,2.36,3.62,289.62,6.1,83.5,9.78,6.8,8.3,9.8,7.71,14.12,6.41,290.19,3.73,4.8,8.52,6.77
2017-10-07,1.55,100.39,6.52,8.24,4.03,4.21,269.69,7.93,90.38,12.05,10.5,11.27,11.73,6.51,15.76,9.26,270.75,3.39,7.72,11.11,9.33
2017-10-08,0.22,100.72,3.03,4.26,1.41,2.84,304.06,7.51,89.94,11.41,9.82,10.62,10.94,8.62,16.07,7.45,304.56,5.52,2.16,7.67,4.91
2017-10-09,0.49,100.52,3.19,4.91,1.68,3.23,251.5,7.93,90.25,12.12,10.54,11.33,12.01,6.84,16.2,9.36,251.81,5.14,2.69,7.83,5.23
2017-10-10,0.51,99.99,6.93,8.41,5.38,3.02,231.94,8.36,87.19,13.52,11.32,12.42,13.32,7.27,17.72,10.46,233.12,3.92,7.71,11.63,9.62
2017-10-11,1.14,99.57,8.88,11.23,5.74,5.49,227.81,8.61,90.5,13.22,11.68,12.45,12.86,6.83,15.72,8.89,229.12,5.83,8.64,14.47,12.12
2017-10-12,0.07,100.52,5.62,7.03,4.45,2.59,229.69,6.84,85.44,10.98,8.43,9.71,10.77,8.05,15.8,7.76,230.25,2.45,6.75,9.2,8.23
2017-10-13,0.31,100.63,8.05,10.34,6.09,4.26,212.69,9.58,89.44,15.21,13.39,14.3,14.9,8.89,19.74,10.85,214.0,3.88,9.28,13.15,11.12
2017-10-14,0.16,100.9,5.69,7.77,3.05,4.73,214.44,9.83,90.81,15.37,13.87,14.62,15.07,8.86,20.24,11.37,215.31,3.72,6.2,9.91,8.55
2017-10-15,0.2,100.39,4.95,7.29,3.18,4.11,193.94,8.73,91.25,13.34,11.99,12.66,13.01,7.26,18.08,10.82,194.44,2.05,6.96,9.01,7.95
2017-10-16,0.11,100.03,9.05,13.11,2.84,10.28,190.12,8.61,82.31,14.53,11.51,13.02,14.03,8.95,20.26,11.3,191.19,11.73,6.2,17.94,12.87
2017-10-17,1.72,100.44,5.65,11.12,0.18,10.95,230.56,6.59,81.5,11.02,7.88,9.45,10.55,4.69,13.61,8.93,231.31,15.04,0.25,15.29,7.76
2017-10-18,2.39,99.94,2.98,4.23,0.8,3.44,103.06,7.51,95.12,10.26,9.58,9.92,10.07,4.22,12.53,8.31,103.56,4.23,1.48,5.7,4.66
2017-10-19,4.89,99.0,4.74,7.57,2.23,5.34,161.62,8.73,95.88,12.26,11.72,11.99,11.81,8.69,16.66,7.98,162.44,6.77,3.86,10.62,7.12
2017-10-20,1.98,98.93,5.88,8.22,2.16,6.07,218.44,7.45,88.19,11.25,9.3,10.28,11.0,5.02,14.05,9.02,219.56,7.54,3.83,11.37,8.39
2017-10-21,4.26,98.53,10.98,14.19,7.6,6.59,214.44,7.51,85.44,11.82,9.37,10.59,11.45,4.2,13.78,9.58,216.38,7.55,11.05,18.6,14.85
2017-10-22,0.4,99.84,8.69,11.39,4.42,6.97,273.56,5.98,82.81,9.24,6.35,7.8,8.98,4.63,12.08,7.44,274.94,7.07,7.61,14.69,12.05
2017-10-23,0.83,100.33,4.39,5.81,2.97,2.84,219.44,8.36,96.0,11.69,11.11,11.4,11.4,8.84,16.37,7.52,220.12,2.47,5.52,7.98,7.01
2017-10-24,1.35,100.21,7.63,10.18,4.29,5.89,217.25,9.77,93.5,14.65,13.62,14.14,14.3,6.64,18.26,11.61,218.44,5.7,7.46,13.16,10.72
2017-10-25,0.33,100.67,4.86,9.17,2.49,6.68,252.38,7.57,87.0,12.03,9.81,10.92,11.7,7.36,15.43,8.07,253.06,7.44,4.97,12.41,7.3
2017-10-26,0.23,101.2,2.15,4.11,1.29,2.83,276.31,7.14,96.12,9.59,9.15,9.37,9.24,4.84,12.15,7.3,276.5,5.37,1.73,7.1,3.74
2017-10-27,0.04,101.99,3.17,4.16,2.23,1.92,315.81,5.8,90.56,7.5,6.19,6.84,7.3,8.76,12.87,4.11,316.19,4.47,3.01,7.48,5.3
2017-10-28,0.36,101.18,7.73,9.47,5.0,4.48,273.38,7.51,92.62,10.8,9.62,10.21,10.68,10.06,15.67,5.62,275.06,6.63,6.27,12.9,10.3
2017-10-29,0.36,101.09,5.59,9.41,2.84,6.56,153.44,5.86,81.56,9.03,5.8,7.41,8.73,10.05,12.69,2.63,153.88,6.88,6.09,12.97,8.39
2017-10-30,0.15,101.73,2.5,4.48,0.92,3.56,288.69,4.52,88.31,4.3,2.58,3.44,4.03,8.63,9.01,0.37,288.69,6.27,1.04,7.3,4.44
2017-10-31,1.09,101.13,4.88,6.12,4.14,1.98,233.0,6.59,96.06,8.37,7.79,8.08,8.05,7.12,11.62,4.51,233.44,1.2,6.59,7.8,7.25
2017-11-01,0.11,100.55,3.55,4.63,2.04,2.59,235.56,6.65,95.94,8.07,8.01,8.05,7.63,6.52,11.93,5.4,235.62,2.38,4.38,6.76,5.62
2017-11-02,0.33,100.29,2.42,3.55,1.27,2.27,249.25,6.23,91.44,8.27,6.94,7.61,7.78,6.23,12.23,6.01,249.88,4.05,1.85,5.9,3.76
2017-11-03,0.72,100.0,2.98,3.78,2.38,1.4,208.62,6.35,95.06,7.94,7.26,7.6,7.65,5.88,11.86,5.98,209.25,1.85,4.17,6.02,5.15
2017-11-04,11.7,99.17,4.63,7.34,2.79,4.55,254.31,6.41,92.88,8.15,7.05,7.6,7.74,6.68,10.51,3.83,254.56,4.4,5.09,9.48,7.36
2017-11-05,0.25,100.16,4.62,6.44,2.68,3.76,294.19,4.88,92.5,4.44,3.52,3.98,4.12,7.96,9.09,1.13,295.19,2.99,5.26,8.25,7.02
2017-11-06,0.13,101.04,3.73,5.95,2.45,3.49,222.94,4.88,90.5,4.94,3.57,4.26,4.73,8.54,10.01,1.47,223.81,5.28,3.57,8.86,5.73
2017-11-07,8.69,100.34,6.15,7.79,3.15,4.64,235.56,6.23,95.0,7.69,6.94,7.31,7.4,7.62,11.8,4.19,236.06,6.38,4.42,10.8,8.62
2017-11-08,0.07,101.03,3.66,4.7,2.28,2.41,314.5,4.52,91.19,3.94,2.54,3.24,3.53,7.99,8.76,0.77,315.06,3.55,3.93,7.48,5.93
2017-11-09,0.55,100.95,4.41,5.75,3.09,2.66,271.88,6.04,94.38,7.37,6.57,6.97,6.87,8.45,12.55,4.1,272.75,1.48,6.35,7.84,7.24
2017-11-10,1.23,100.54,6.55,8.71,4.75,3.96,271.94,5.55,86.31,7.54,5.28,6.4,7.17,4.61,9.93,5.32,272.81,4.63,7.15,11.79,9.36
2017-11-11,5.3,99.83,2.37,4.13,0.54,3.59,231.0,5.49,96.62,5.48,5.08,5.29,5.11,5.09,8.08,2.98,230.56,5.44,0.95,6.38,4.03
2017-11-12,0.81,100.03,6.45,9.78,2.49,7.29,317.06,4.52,89.69,3.98,2.36,3.17,3.51,5.52,6.73,1.21,318.0,7.56,5.12,12.68,9.47
2017-11-13,0.09,101.22,4.23,5.88,1.92,3.95,292.12,4.03,88.62,2.67,0.84,1.76,2.49,6.7,6.72,0.02,293.0,5.04,3.73,8.77,6.28
2017-11-14,0.98,100.9,4.57,5.88,2.99,2.89,239.44,6.41,97.56,7.76,7.42,7.58,7.36,6.78,10.84,4.05,240.44,3.49,5.33,8.82,7.22
2017-11-15,0.84,101.03,2.18,3.7,0.48,3.21,236.81,6.65,98.62,8.22,8.07,8.15,7.72,3.26,10.29,7.03,236.81,6.06,0.71,6.77,4.3
2017-11-16,0.34,101.03,4.38,6.77,2.95,3.82,273.44,5.74,96.5,6.14,5.68,5.9,5.42,10.58,10.53,-0.05,274.0,3.26,5.41,8.67,7.12
2017-11-17,0.03,101.54,3.38,4.9,2.41,2.49,281.56,4.27,94.38,2.12,1.8,1.95,1.38,9.43,7.98,-1.45,281.94,4.6,3.77,8.38,5.98
2017-11-18,0.58,100.92,4.29,5.38,3.14,2.23,277.31,4.94,97.38,3.91,3.62,3.76,3.46,7.62,8.3,0.67,278.31,2.81,5.3,8.12,7.05
2017-11-19,0.13,100.97,3.09,4.32,1.78,2.54,278.5,4.21,93.12,2.55,1.52,2.04,1.93,7.45,6.46,-0.99,278.94,4.54,3.16,7.7,5.77
2017-11-20,3.7,100.01,6.24,8.35,4.05,4.3,237.5,7.14,96.75,9.3,8.83,9.06,8.84,7.03,11.52,4.49,238.75,4.56,7.15,11.71,9.24
2017-11-21,1.26,99.41,7.11,9.08,5.3,3.78,225.56,7.81,95.44,10.82,10.15,10.48,10.4,1.7,11.65,9.96,226.81,4.48,8.09,12.57,9.95
2017-11-22,2.8,98.04,11.46,14.14,8.42,5.72,204.94,8.42,90.88,12.58,11.13,11.85,12.09,2.06,13.74,11.68,206.5,7.43,11.67,19.1,15.52
2017-11-23,2.55,98.27,7.96,12.21,2.63,9.58,242.25,5.55,83.94,7.38,4.76,6.07,6.9,8.78,12.28,3.5,243.31,10.55,5.67,16.23,11.36
